StateTerr,HAI,Year,State_NHSN_Mandate,FAC_TYPE,Num_Facilities_Reporting,Observed_Infections,Predicted_Infections,Standardized_Infection_Ratio,Facilities_Atleast_1_Predicted_HAI,PCT_Hospitals_SIR_Greater_Than_National_SIR
Ohio,CDI,2016,No,LTAC,32,276,312.458,0.88,32,6
Oklahoma,CDI,2016,No,LTAC,14,105,99.33,1.06,14,14
Oregon,CDI,2016,Yes,LTAC,1,,,,,
Pennsylvania,CDI,2016,Yes,LTAC,23,271,214.198,1.27,23,30
Puerto Rico,CDI,2016,No,LTAC,0,,,,,
Rhode Island,CDI,2016,No,LTAC,1,,,,,
South Carolina,CDI,2016,Yes,LTAC,6,57,60.525,0.94,6,
South Dakota,CDI,2016,No,LTAC,1,,,,,
Tennessee,CDI,2016,Yes,LTAC,10,87,120.961,0.72,10,0
Texas,CDI,2016,No,LTAC,87,767,817.698,0.94,83,15
Utah,CDI,2016,Yes,LTAC,4,,,,,
Virginia,CDI,2016,No,LTAC,6,76,74.138,1.03,6,
Virgin Islands,CDI,2016,,LTAC,0,,,,,
Vermont,CDI,2016,No,LTAC,0,,,,,
Washington,CDI,2016,No,LTAC,3,,,,,
Wisconsin,CDI,2016,No,LTAC,6,70,60.506,1.16,6,
West Virginia,CDI,2016,Yes,LTAC,4,,,,,
Wyoming,CDI,2016,No,LTAC,0,,,,,
District of Columbia,CAUTI,2016,No,LTAC,2,,,,,
Alabama,MRSA,2016,No,General,86,242,196.654,1.23,33,12
Florida,CAUTI,2016,No,LTAC,28,265,301.621,0.88,28,11
Georgia,CAUTI,2016,Yes,LTAC,16,199,145.588,1.37,16,38
Guam,CAUTI,2016,No,LTAC,0,,,,,
Hawaii,CAUTI,2016,Yes,LTAC,0,,,,,
Idaho,CAUTI,2016,No,LTAC,3,,,,,
Illinois,CAUTI,2016,Yes,LTAC,9,149,142.744,1.04,9,
Virgin Islands,CAUTI,2016,,REHAB,0,,,,,
Indiana,CAUTI,2016,Yes,LTAC,14,104,86.094,1.21,14,14
Iowa,CAUTI,2016,No,LTAC,3,,,,,
Kansas,CAUTI,2016,No,LTAC,4,,,,,
Kentucky,CAUTI,2016,Yes,LTAC,9,93,74.32,1.25,8,
Louisiana,CAUTI,2016,No,LTAC,36,96,144.78,0.66,32,0
Massachusetts,CAUTI,2016,No,LTAC,14,158,116.368,1.36,14,29
Michigan,CAUTI,2016,No,LTAC,20,77,81.32,0.95,19,5
Minnesota,CAUTI,2016,No,LTAC,2,,,,,
Mississippi,CAUTI,2016,Yes,LTAC,10,44,62.182,0.71,10,0
Missouri,CAUTI,2016,,LTAC,12,98,78.658,1.25,12,42
Montana,CAUTI,2016,No,LTAC,1,,,,,
Nebraska,CAUTI,2016,No,LTAC,4,,,,,
Nevada,CAUTI,2016,No,LTAC,10,73,74.185,0.98,10,20
New Hampshire,CAUTI,2016,No,LTAC,0,,,,,
New Jersey,CAUTI,2016,No,LTAC,12,95,93.508,1.02,11,18
New Mexico,CAUTI,2016,No,LTAC,3,,,,,
New York,CAUTI,2016,,LTAC,2,,,,,
North Carolina,CAUTI,2016,Yes,LTAC,10,46,80.617,0.57,10,10
Virginia,CAUTI,2016,No,REHAB,26,23,28.647,0.8,12,0
North Dakota,CAUTI,2016,No,LTAC,2,,,,,
Ohio,CAUTI,2016,No,LTAC,32,238,183.604,1.3,31,26
Oklahoma,CAUTI,2016,No,LTAC,14,57,71.397,0.8,12,0
Washington,CAUTI,2016,No,REHAB,16,28,26.59,1.05,7,
Oregon,CAUTI,2016,Yes,LTAC,1,,,,,
Pennsylvania,CAUTI,2016,Yes,LTAC,23,102,89.223,1.14,23,17
Puerto Rico,CAUTI,2016,No,LTAC,0,,,,,
Rhode Island,CAUTI,2016,No,LTAC,1,,,,,
South Carolina,CAUTI,2016,No,LTAC,6,48,38.541,1.25,6,
South Dakota,CAUTI,2016,No,LTAC,1,,,,,
West Virginia,CAUTI,2016,Yes,REHAB,8,8,6.844,1.17,4,
Tennessee,CAUTI,2016,Yes,LTAC,10,61,60.051,1.02,9,
Texas,CAUTI,2016,No,LTAC,87,399,542.568,0.74,84,4
Wisconsin,CAUTI,2016,No,General,72,394,381.96,1.03,45,9
Utah,CAUTI,2016,Yes,LTAC,4,,,,,
Vermont,CAUTI,2016,No,LTAC,0,,,,,
Wisconsin,CAUTI,2016,No,REHAB,23,13,15.735,0.83,4,
Virgin Islands,CAUTI,2016,,LTAC,0,,,,,
Guam,CAUTI,2017,,General,2,,,,,
Virginia,CAUTI,2016,No,LTAC,6,38,48.042,0.79,6,
Washington,CAUTI,2016,No,LTAC,3,,,,,
West Virginia,CAUTI,2016,Yes,LTAC,4,,,,,
Wisconsin,CAUTI,2016,No,LTAC,6,38,34.684,1.1,6,
Wyoming,CAUTI,2016,No,REHAB,3,,,,,
Wyoming,CAUTI,2016,No,LTAC,0,,,,,
Colorado,VAE,2016,No,LTAC,8,26,16.33191267,1.59,6,
Wisconsin,CLABSI,2016,No,REHAB,19,4,3.66,1.09,1,
Connecticut,VAE,2016,Yes,LTAC,2,,,,,
Delaware,VAE,2016,,LTAC,1,,,,,
District of Columbia,VAE,2016,No,LTAC,2,,,,,
Florida,VAE,2016,No,LTAC,28,281,200.1434696,1.4,27,33
Georgia,VAE,2016,Yes,LTAC,16,81,81.08348105,1,15,20
Guam,VAE,2016,No,LTAC,0,,,,,
Hawaii,VAE,2016,No,LTAC,0,,,,,
Idaho,VAE,2016,No,LTAC,3,,,,,
Illinois,VAE,2016,Yes,LTAC,9,145,95.07473348,1.53,9,
Indiana,VAE,2016,No,LTAC,14,87,55.16692124,1.58,12,25
Iowa,VAE,2016,No,LTAC,3,,,,,
Kansas,VAE,2016,No,LTAC,4,,,,,
Kentucky,VAE,2016,Yes,LTAC,9,57,56.55540595,1.01,9,
Louisiana,VAE,2016,No,LTAC,30,28,14.20153719,1.97,4,
Maine,VAE,2016,No,LTAC,0,,,,,
Washington,VAE,2016,No,General,31,174,215.0117143,0.81,26,19
Maryland,VAE,2016,No,LTAC,1,,,,,
Massachusetts,VAE,2016,No,LTAC,13,65,75.71941324,0.86,11,36
Michigan,VAE,2016,No,LTAC,20,53,50.22173607,1.06,14,7
Minnesota,VAE,2016,No,LTAC,2,,,,,
Mississippi,VAE,2016,Yes,LTAC,10,66,24.48815927,2.7,6,
Missouri,VAE,2016,,LTAC,12,38,33.34581857,1.14,9,
Montana,VAE,2016,No,LTAC,1,,,,,
Nebraska,VAE,2016,No,LTAC,4,,,,,
Nevada,VAE,2016,No,LTAC,10,20,18.23612232,1.1,6,
New Jersey,VAE,2016,No,LTAC,12,43,98.28569194,0.44,11,0
New Mexico,VAE,2016,No,LTAC,3,,,,,
West Virginia,VAE,2016,No,General,18,81,157.2171265,0.52,12,0
New York,VAE,2016,,LTAC,1,,,,,
North Carolina,VAE,2016,Yes,LTAC,10,83,55.38631201,1.5,9,
Ohio,VAE,2016,No,LTAC,32,163,100.8137201,1.62,21,29
Oklahoma,VAE,2016,No,LTAC,13,19,14.84539763,1.28,2,
Oregon,VAE,2016,No,LTAC,1,,,,,
Pennsylvania,VAE,2016,Yes,LTAC,23,91,69.21815397,1.32,17,35
Puerto Rico,VAE,2016,No,LTAC,0,,,,,
Rhode Island,VAE,2016,No,LTAC,1,,,,,
South Carolina,VAE,2016,Yes,LTAC,6,53,33.34590011,1.59,6,
South Dakota,VAE,2016,No,LTAC,1,,,,,
Tennessee,VAE,2016,Yes,LTAC,10,78,58.15312434,1.34,9,
Wisconsin,VAE,2016,No,General,57,466,315.79299,1.48,32,31
Texas,VAE,2016,No,LTAC,86,167,113.6408807,1.47,33,24
Utah,VAE,2016,Yes,LTAC,4,,,,,
Vermont,VAE,2016,No,LTAC,0,,,,,
Virgin Islands,VAE,2016,,LTAC,0,,,,,
Wyoming,VAE,2016,No,General,5,10,7.876707788,1.27,1,
Virginia,VAE,2016,No,LTAC,6,11,53.67494516,0.21,4,
Washington,VAE,2016,No,LTAC,3,,,,,
West Virginia,VAE,2016,Yes,LTAC,4,,,,,
Wisconsin,VAE,2016,No,LTAC,6,38,16.52565384,2.3,5,
Wyoming,VAE,2016,No,LTAC,0,,,,,
National,CLABSI,2016,,General,3531,23581,26470,0.89,2345,10
Wyoming,CAUTI,2016,No,General,11,9,22.02,0.41,3,
National,COLON,2016,,General,3133,7466,8004.917872,0.93,1817,6
National,HYST,2016,,General,2986,1757,2010.678467,0.87,629,6
Wyoming,CDI,2016,No,General,11,74,65.25,1.13,8,
National,MRSA,2016,,General,3602,8546,9142.247,0.94,1859,7
National,VAE,2016,,General,1953,24039,24552.99874,0.98,1473,20
Wyoming,CLABSI,2016,No,REHAB,0,,,,,
National,CAUTI,2016,,REHAB,1165,1249,1170.6,1.07,411,5
National,CDI,2016,,REHAB,1160,3731,3902.187811,0.96,948,8
National,MRSA,2016,,REHAB,1162,197,168.5253084,1.17,1,
National,CLABSI,2016,,LTAC,487,3227,3360.27,0.96,467,12
National,CAUTI,2016,,LTAC,486,3386,3467.13,0.98,470,13
National,VAE,2016,,LTAC,473,2070,1963.631692,1.05,316,21
National,MRSA,2016,,LTAC,485,758,802.644,0.94,323,10
National,CDI,2016,,LTAC,485,5028,5915.851364,0.85,478,15
Connecticut,VAE,2015,Yes,LTAC,0,,,,,
Alaska,CLABSI,2015,No,LTAC,1,,,,,
Alabama,CLABSI,2015,No,LTAC,8,40,44.177,0.905,,
Arkansas,CLABSI,2015,Yes,LTAC,7,41,39.916,1.027,,
Arizona,CLABSI,2015,No,LTAC,10,53,69.062,0.767,,
California,CLABSI,2015,Yes,LTAC,25,489,349,1.401,,
Colorado,CLABSI,2015,Yes,LTAC,9,25,38.061,0.657,,
Connecticut,CLABSI,2015,Yes,LTAC,3,,,,,
District of Columbia,CLABSI,2015,Yes,LTAC,2,,,,,
Delaware,CLABSI,2015,Yes,LTAC,1,,,,,
Florida,CLABSI,2015,No,LTAC,25,331,265.159,1.248,,
Georgia,CLABSI,2015,Yes,LTAC,16,108,120.107,0.899,,
Guam,CLABSI,2015,No,LTAC,0,,,,,
Hawaii,CLABSI,2015,Yes,LTAC,1,,,,,
Iowa,CLABSI,2015,No,LTAC,3,,,,,
Idaho,CLABSI,2015,No,LTAC,3,,,,,
Illinois,CLABSI,2015,No,LTAC,9,167,158.731,1.052,,
Indiana,CLABSI,2015,No,LTAC,14,133,125.566,1.059,,
Kansas,CLABSI,2015,No,LTAC,5,37,30.801,1.201,,
Kentucky,CLABSI,2015,Midyear Implementation,LTAC,7,93,87.379,1.064,,
Louisiana,CLABSI,2015,No,LTAC,36,128,165.583,0.773,,
Massachusetts,CLABSI,2015,No,LTAC,16,120,117.865,1.018,,
Maryland,CLABSI,2015,No,LTAC,3,,,,,
Maine,CLABSI,2015,No,LTAC,0,,,,,
Michigan,CLABSI,2015,No,LTAC,19,135,112.413,1.201,,
Minnesota,CLABSI,2015,No,LTAC,2,,,,,
Missouri,CLABSI,2015,No,LTAC,12,89,86.534,1.028,,
Mississippi,CLABSI,2015,Yes,LTAC,10,79,64.815,1.219,,
Montana,CLABSI,2015,No,LTAC,1,,,,,
North Carolina,CLABSI,2015,Yes,LTAC,9,94,94.826,0.991,,
North Dakota,CLABSI,2015,No,LTAC,2,,,,,
Nebraska,CLABSI,2015,No,LTAC,4,,,,,
New Hampshire,CLABSI,2015,No,LTAC,0,,,,,
Puerto Rico,CDI,2015,No,General,3,,,,,
New Jersey,CLABSI,2015,No,LTAC,12,97,88.962,1.09,,
New Mexico,CLABSI,2015,No,LTAC,3,,,,,
Nevada,CLABSI,2015,Yes,LTAC,10,72,100.032,0.72,,
New York,CLABSI,2015,No,LTAC,3,,,,,
Ohio,CLABSI,2015,No,LTAC,32,187,252.079,0.742,,
Oklahoma,CLABSI,2015,No,LTAC,15,61,79.649,0.766,,
Oregon,CLABSI,2015,Yes,LTAC,1,,,,,
Pennsylvania,CLABSI,2015,Yes,LTAC,23,156,131.779,1.184,,
Puerto Rico,CLABSI,2015,No,LTAC,0,,,,,
Rhode Island,CLABSI,2015,No,LTAC,1,,,,,
South Carolina,CLABSI,2015,Yes,LTAC,6,63,44.441,1.418,,
South Dakota,CLABSI,2015,No,LTAC,1,,,,,
Tennessee,CLABSI,2015,Yes,LTAC,10,86,75.3,1.142,,
Texas,CLABSI,2015,No,LTAC,88,629,713.302,0.882,,
Utah,CLABSI,2015,Yes,LTAC,4,,,,,
Virginia,CLABSI,2015,No,LTAC,6,57,40.786,1.398,,
Virgin Islands,CLABSI,2015,,LTAC,0,,,,,
Vermont,CLABSI,2015,No,LTAC,0,,,,,
Washington,CLABSI,2015,Yes,LTAC,3,,,,,
Wisconsin,CLABSI,2015,No,LTAC,6,42,50.945,0.824,,
West Virginia,CLABSI,2015,Yes,LTAC,2,,,,,
Wyoming,CLABSI,2015,No,LTAC,0,,,,,
National,CLABSI,2015,,LTAC,489,3807,3824.78,0.995,,
Alaska,CAUTI,2015,No,LTAC,1,,,,,
Alabama,CAUTI,2015,No,LTAC,8,48,55.527,0.864,,
Arkansas,CAUTI,2015,Yes,LTAC,7,32,42.818,0.747,,
Arizona,CAUTI,2015,No,LTAC,10,38,56.054,0.678,,
California,CAUTI,2015,No,LTAC,25,417,376.363,1.108,,
Colorado,CAUTI,2015,No,LTAC,9,98,67.831,1.445,,
Connecticut,CAUTI,2015,Yes,LTAC,3,,,,,
District of Columbia,CAUTI,2015,No,LTAC,2,,,,,
Delaware,CAUTI,2015,Yes,LTAC,1,,,,,
Florida,CAUTI,2015,No,LTAC,26,327,325.986,1.003,,
Georgia,CAUTI,2015,Yes,LTAC,16,200,161.565,1.238,,
Guam,CAUTI,2015,No,LTAC,0,,,,,
Hawaii,CAUTI,2015,Yes,LTAC,0,,,,,
Iowa,CAUTI,2015,No,LTAC,3,,,,,
Idaho,CAUTI,2015,No,LTAC,3,,,,,
Illinois,CAUTI,2015,No,LTAC,9,160,162.365,0.985,,
Indiana,CAUTI,2015,No,LTAC,14,130,97.981,1.327,,
Kansas,CAUTI,2015,No,LTAC,5,22,28.688,0.767,,
Kentucky,CAUTI,2015,Midyear Implementation,LTAC,7,115,80.903,1.421,,
Louisiana,CAUTI,2015,No,LTAC,36,115,186.805,0.616,,
Massachusetts,CAUTI,2015,No,LTAC,16,154,123.241,1.25,,
Maryland,CAUTI,2015,No,LTAC,3,,,,,
Maine,CAUTI,2015,No,LTAC,0,,,,,
Michigan,CAUTI,2015,No,LTAC,19,120,94.564,1.269,,
Minnesota,CAUTI,2015,No,LTAC,2,,,,,
Missouri,CAUTI,2015,No,LTAC,12,95,90.522,1.049,,
Mississippi,CAUTI,2015,Yes,LTAC,10,54,69.155,0.781,,
Montana,CAUTI,2015,No,LTAC,1,,,,,
North Carolina,CAUTI,2015,Yes,LTAC,9,52,79.48,0.654,,
North Dakota,CAUTI,2015,No,LTAC,2,,,,,
Nebraska,CAUTI,2015,No,LTAC,4,,,,,
New Hampshire,CAUTI,2015,No,LTAC,0,,,,,
New Jersey,CAUTI,2015,No,LTAC,12,98,106.447,0.921,,
New Mexico,CAUTI,2015,No,LTAC,3,,,,,
Nevada,CAUTI,2015,No,LTAC,10,99,87.287,1.134,,
New York,CAUTI,2015,No,LTAC,3,,,,,
Ohio,CAUTI,2015,No,LTAC,32,240,227.381,1.055,,
Oklahoma,CAUTI,2015,No,LTAC,15,63,86.173,0.731,,
Oregon,CAUTI,2015,Yes,LTAC,1,,,,,
Pennsylvania,CAUTI,2015,Yes,LTAC,23,119,101.223,1.176,,
Puerto Rico,CAUTI,2015,No,LTAC,0,,,,,
Rhode Island,CAUTI,2015,No,LTAC,1,,,,,
South Carolina,CAUTI,2015,No,LTAC,6,51,36.424,1.4,,
South Dakota,CAUTI,2015,No,LTAC,1,,,,,
Tennessee,CAUTI,2015,Yes,LTAC,10,82,69.227,1.185,,
Texas,CAUTI,2015,No,LTAC,88,516,636.701,0.81,,
Utah,CAUTI,2015,Yes,LTAC,4,,,,,
Virginia,CAUTI,2015,No,LTAC,6,47,45.278,1.038,,
Virgin Islands,CAUTI,2015,,LTAC,0,,,,,
Vermont,CAUTI,2015,No,LTAC,0,,,,,
Washington,CAUTI,2015,No,LTAC,3,,,,,
Wisconsin,CAUTI,2015,No,LTAC,6,37,36.933,1.002,,
West Virginia,CAUTI,2015,Yes,LTAC,2,,,,,
Wyoming,CAUTI,2015,No,LTAC,0,,,,,
National,CAUTI,2015,,LTAC,489,3830,3859.25,0.992,,
Alaska,VAE,2015,No,LTAC,1,,,,,
Alabama,VAE,2015,No,LTAC,2,,,,,
Arkansas,VAE,2015,Yes,LTAC,5,6,9.378517,0.64,,
Arizona,VAE,2015,No,LTAC,5,6,12.82085,0.468,,
California,VAE,2015,No,LTAC,2,,,,,
Colorado,VAE,2015,No,LTAC,4,,,,,
District of Columbia,VAE,2015,No,LTAC,0,,,,,
Delaware,VAE,2015,No,LTAC,1,,,,,
Florida,VAE,2015,No,LTAC,12,52,35.034336,1.484,,
Georgia,VAE,2015,No,LTAC,10,34,23.75643,1.431,,
Guam,VAE,2015,No,LTAC,0,,,,,
Hawaii,VAE,2015,No,LTAC,0,,,,,
Iowa,VAE,2015,No,LTAC,2,,,,,
Idaho,VAE,2015,No,LTAC,1,,,,,
Illinois,VAE,2015,No,LTAC,2,,,,,
Indiana,VAE,2015,No,LTAC,8,43,35.950466,1.196,,
Kansas,VAE,2015,No,LTAC,3,,,,,
Kentucky,VAE,2015,Midyear Implementation,LTAC,3,,,,,
Louisiana,VAE,2015,No,LTAC,5,2,0.2638468,,,
Massachusetts,VAE,2015,No,LTAC,5,9,21.406668,0.42,,
Maryland,VAE,2015,No,LTAC,1,,,,,
Maine,VAE,2015,No,LTAC,0,,,,,
Michigan,VAE,2015,No,LTAC,13,27,22.711765,1.189,,
Minnesota,VAE,2015,No,LTAC,1,,,,,
Missouri,VAE,2015,No,LTAC,5,12,12.506411,0.96,,
Mississippi,VAE,2015,Yes,LTAC,5,11,8.928025,1.232,,
Montana,VAE,2015,No,LTAC,0,,,,,
North Carolina,VAE,2015,No,LTAC,3,,,,,
North Dakota,VAE,2015,No,LTAC,2,,,,,
Nebraska,VAE,2015,No,LTAC,2,,,,,
New Hampshire,VAE,2015,No,LTAC,0,,,,,
New Jersey,VAE,2015,No,LTAC,2,,,,,
New Mexico,VAE,2015,No,LTAC,1,,,,,
Nevada,VAE,2015,No,LTAC,1,,,,,
New York,VAE,2015,No,LTAC,0,,,,,
Ohio,VAE,2015,No,LTAC,18,37,29.376682,1.26,,
Oklahoma,VAE,2015,No,LTAC,3,,,,,
Oregon,VAE,2015,No,LTAC,1,,,,,
Pennsylvania,VAE,2015,Yes,LTAC,21,63,74.88237,0.841,,
Puerto Rico,VAE,2015,No,LTAC,0,,,,,
Rhode Island,VAE,2015,No,LTAC,0,,,,,
South Carolina,VAE,2015,Midyear Implementation,LTAC,6,44,20.436422,2.153,,
South Dakota,VAE,2015,No,LTAC,1,,,,,
Tennessee,VAE,2015,No,LTAC,6,37,21.92706,1.687,,
Texas,VAE,2015,No,LTAC,33,4,34.67448,0.115,,
Utah,VAE,2015,Yes,LTAC,0,,,,,
Virginia,VAE,2015,No,LTAC,3,,,,,
Virgin Islands,VAE,2015,,LTAC,0,,,,,
Vermont,VAE,2015,No,LTAC,0,,,,,
Washington,VAE,2015,No,LTAC,3,,,,,
Wisconsin,VAE,2015,No,LTAC,4,,,,,
West Virginia,VAE,2015,No,LTAC,2,,,,,
Wyoming,VAE,2015,No,LTAC,0,,,,,
Iowa,CDI,2015,No,LTAC,3,,,,,
National,VAE,2015,,LTAC,208,490,497.89,0.984,,
Alaska,MRSA,2015,No,LTAC,1,,,,,
Alabama,MRSA,2015,No,LTAC,8,5,9.192,0.544,,
Arkansas,MRSA,2015,Yes,LTAC,7,7,7.693,0.91,,
Arizona,MRSA,2015,No,LTAC,10,11,14.672,0.75,,
California,MRSA,2015,Yes,LTAC,24,123,76.895,1.6,,
Colorado,MRSA,2015,No,LTAC,9,4,11.746,0.341,,
Connecticut,MRSA,2015,Yes,LTAC,3,,,,,
District of Columbia,MRSA,2015,Yes,LTAC,2,,,,,
Delaware,MRSA,2015,Yes,LTAC,1,,,,,
Florida,MRSA,2015,No,LTAC,26,93,68.951,1.349,,
Georgia,MRSA,2015,Yes,LTAC,15,29,34.05,0.852,,
Guam,MRSA,2015,No,LTAC,0,,,,,
Hawaii,MRSA,2015,Yes,LTAC,0,,,,,
Iowa,MRSA,2015,No,LTAC,3,,,,,
Idaho,MRSA,2015,No,LTAC,3,,,,,
Illinois,MRSA,2015,Yes,LTAC,9,36,40.296,0.893,,
Indiana,MRSA,2015,No,LTAC,14,21,21.948,0.957,,
Kansas,MRSA,2015,No,LTAC,4,,,,,
Kentucky,MRSA,2015,Midyear Implementation,LTAC,7,16,19.467,0.822,,
Louisiana,MRSA,2015,No,LTAC,34,23,33.905,0.678,,
Massachusetts,MRSA,2015,No,LTAC,16,22,52.078,0.422,,
Maryland,MRSA,2015,No,LTAC,2,,,,,
Maine,MRSA,2015,No,LTAC,0,,,,,
Michigan,MRSA,2015,No,LTAC,19,50,25.647,1.95,,
Minnesota,MRSA,2015,No,LTAC,2,,,,,
Missouri,MRSA,2015,No,LTAC,12,17,21.684,0.784,,
Mississippi,MRSA,2015,Yes,LTAC,10,8,13.857,0.577,,
Montana,MRSA,2015,No,LTAC,1,,,,,
North Carolina,MRSA,2015,Yes,LTAC,9,28,17.085,1.639,,
North Dakota,MRSA,2015,No,LTAC,2,,,,,
Nebraska,MRSA,2015,Yes,LTAC,4,,,,,
New Hampshire,MRSA,2015,No,LTAC,0,,,,,
New Jersey,MRSA,2015,No,LTAC,12,22,25.917,0.849,,
New Mexico,MRSA,2015,No,LTAC,3,,,,,
Nevada,MRSA,2015,Yes,LTAC,10,12,15.161,0.792,,
New York,MRSA,2015,No,LTAC,2,,,,,
Ohio,MRSA,2015,No,LTAC,32,49,49.716,0.986,,
Oklahoma,MRSA,2015,No,LTAC,15,16,15.121,1.058,,
Oregon,MRSA,2015,Yes,LTAC,1,,,,,
Pennsylvania,MRSA,2015,Yes,LTAC,23,41,36.608,1.12,,
Puerto Rico,MRSA,2015,No,LTAC,0,,,,,
Rhode Island,MRSA,2015,No,LTAC,1,,,,,
South Carolina,MRSA,2015,Yes,LTAC,6,12,8.608,1.394,,
South Dakota,MRSA,2015,No,LTAC,1,,,,,
Tennessee,MRSA,2015,Yes,LTAC,10,29,22.648,1.28,,
Texas,MRSA,2015,No,LTAC,84,96,119.086,0.806,,
Utah,MRSA,2015,Yes,LTAC,4,,,,,
Virginia,MRSA,2015,No,LTAC,6,21,15.192,1.382,,
Virgin Islands,MRSA,2015,,LTAC,0,,,,,
Vermont,MRSA,2015,No,LTAC,0,,,,,
Washington,MRSA,2015,No,LTAC,3,,,,,
Wisconsin,MRSA,2015,No,LTAC,6,5,9.092,0.55,,
West Virginia,MRSA,2015,Yes,LTAC,2,,,,,
Wyoming,MRSA,2015,No,LTAC,0,,,,,
National,MRSA,2015,,LTAC,478,857,887.996,0.965,,
Alaska,CDI,2015,No,LTAC,1,,,,,
Alabama,CDI,2015,No,LTAC,8,32,61.703,0.519,,
Arkansas,CDI,2015,Yes,LTAC,7,48,55.316,0.868,,
Arizona,CDI,2015,No,LTAC,10,99,94.333,1.049,,
California,CDI,2015,Yes,LTAC,24,656,633.036,1.036,,
Colorado,CDI,2015,No,LTAC,9,83,89.166,0.931,,
Connecticut,CDI,2015,Yes,LTAC,3,,,,,
District of Columbia,CDI,2015,No,LTAC,2,,,,,
Delaware,CDI,2015,Yes,LTAC,1,,,,,
Florida,CDI,2015,No,LTAC,25,429,418.532,1.025,,
Georgia,CDI,2015,Yes,LTAC,15,181,197.989,0.914,,
Guam,CDI,2015,No,LTAC,0,,,,,
Hawaii,CDI,2015,Yes,LTAC,0,,,,,
Illinois,CDI,2015,Yes,LTAC,9,194,257.004,0.755,,
Indiana,CDI,2015,No,LTAC,14,155,162.196,0.956,,
Kansas,CDI,2015,No,LTAC,4,,,,,
Kentucky,CDI,2015,Midyear Implementation,LTAC,7,89,94.197,0.945,,
Louisiana,CDI,2015,No,LTAC,33,163,216.434,0.753,,
Massachusetts,CDI,2015,No,LTAC,16,370,440.977,0.839,,
Maryland,CDI,2015,No,LTAC,2,,,,,
Maine,CDI,2015,No,LTAC,0,,,,,
Michigan,CDI,2015,No,LTAC,19,174,196.284,0.886,,
Minnesota,CDI,2015,No,LTAC,2,,,,,
Missouri,CDI,2015,No,LTAC,12,159,132.013,1.204,,
Mississippi,CDI,2015,Yes,LTAC,10,76,99.043,0.767,,
Montana,CDI,2015,No,LTAC,1,,,,,
North Carolina,CDI,2015,Yes,LTAC,8,107,108.907,0.982,,
North Dakota,CDI,2015,No,LTAC,2,,,,,
Nebraska,CDI,2015,Yes,LTAC,4,,,,,
New Hampshire,CDI,2015,No,LTAC,0,,,,,
New Jersey,CDI,2015,No,LTAC,12,126,156.144,0.807,,
New Mexico,CDI,2015,No,LTAC,3,,,,,
Nevada,CDI,2015,No,LTAC,10,140,107.398,1.304,,
New York,CDI,2015,Yes,LTAC,3,,,,,
Ohio,CDI,2015,No,LTAC,32,282,352.089,0.801,,
Oklahoma,CDI,2015,No,LTAC,15,146,114.341,1.277,,
Oregon,CDI,2015,Yes,LTAC,1,,,,,
Pennsylvania,CDI,2015,Yes,LTAC,22,271,205.927,1.316,,
Puerto Rico,CDI,2015,No,LTAC,0,,,,,
Rhode Island,CDI,2015,No,LTAC,1,,,,,
South Carolina,CDI,2015,Yes,LTAC,6,79,63.696,1.24,,
South Dakota,CDI,2015,No,LTAC,1,,,,,
Tennessee,CDI,2015,Yes,LTAC,9,103,114.033,0.903,,
Texas,CDI,2015,No,LTAC,84,873,865.38,1.009,,
Utah,CDI,2015,Yes,LTAC,4,,,,,
Virginia,CDI,2015,No,LTAC,0,,,,,
Virgin Islands,CDI,2015,,LTAC,6,104,76.125,1.366,,
Vermont,CDI,2015,No,LTAC,0,,,,,
Washington,CDI,2015,Yes,LTAC,3,,,,,
Wisconsin,CDI,2015,No,LTAC,6,61,67.681,0.901,,
West Virginia,CDI,2015,Yes,LTAC,2,,,,,
Wyoming,CDI,2015,No,LTAC,0,,,,,
National,CDI,2015,,LTAC,474,5770,6114.419,0.944,,
Alaska,CLABSI,2015,No,REHAB,2,,,,,
Alabama,CLABSI,2015,No,REHAB,5,5,2.734,1.829,,
Arkansas,CLABSI,2015,Yes,REHAB,13,3,2.511,1.195,,
Arizona,CLABSI,2015,No,REHAB,13,2,2.167,0.923,,
California,CLABSI,2015,Yes,REHAB,72,15,16.909,0.887,,
Colorado,CLABSI,2015,Yes,REHAB,19,2,5.042,0.397,,
Connecticut,CLABSI,2015,Yes,REHAB,3,,,,,
District of Columbia,CLABSI,2015,No,REHAB,2,,,,,
Delaware,CLABSI,2015,Yes,REHAB,3,,,,,
Florida,CLABSI,2015,No,REHAB,20,8,6.347,1.26,,
Georgia,CLABSI,2015,Yes,REHAB,17,12,4.991,2.404,,
Guam,CLABSI,2015,No,REHAB,0,,,,,
Hawaii,CLABSI,2015,No,REHAB,0,,,,,
Iowa,CLABSI,2015,No,REHAB,10,1,1.18,0.848,,
Idaho,CLABSI,2015,No,REHAB,1,,,,,
Illinois,CLABSI,2015,No,REHAB,32,8,9.433,0.848,,
Indiana,CLABSI,2015,No,REHAB,24,5,5.296,0.944,,
Kansas,CLABSI,2015,No,REHAB,9,5,1.707,2.929,,
Kentucky,CLABSI,2015,Midyear Implementation,REHAB,9,2,2.91,0.687,,
Louisiana,CLABSI,2015,No,REHAB,18,3,2.892,1.037,,
Massachusetts,CLABSI,2015,No,REHAB,3,,,,,
Maryland,CLABSI,2015,No,REHAB,2,,,,,
