Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
All classes,2012,National,0-19,Female,910.5617694
B-lactams increased activity,2012,National,0-19,Female,Insufficient Data
Cephalosporins,2012,National,0-19,Female,Insufficient Data
Fluoroquinolones,2012,National,0-19,Female,Insufficient Data
Lincosamides,2012,National,0-19,Female,Insufficient Data
Macrolides,2012,National,0-19,Female,Insufficient Data
Other,2012,National,0-19,Female,Insufficient Data
Penicillins,2012,National,0-19,Female,Insufficient Data
Tetracycline,2012,National,0-19,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2012,National,0-19,Female,Insufficient Data
Urinary anti-infectives,2012,National,0-19,Female,Insufficient Data
All classes,2012,National,0-19,Male,806.8499131
B-lactams increased activity,2012,National,0-19,Male,Insufficient Data
Cephalosporins,2012,National,0-19,Male,Insufficient Data
Fluoroquinolones,2012,National,0-19,Male,Insufficient Data
Lincosamides,2012,National,0-19,Male,Insufficient Data
Macrolides,2012,National,0-19,Male,Insufficient Data
Other,2012,National,0-19,Male,Insufficient Data
Penicillins,2012,National,0-19,Male,Insufficient Data
Tetracycline,2012,National,0-19,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2012,National,0-19,Male,Insufficient Data
Urinary anti-infectives,2012,National,0-19,Male,Insufficient Data
All classes,2012,National,20+,Combined Gender,850.6181569
B-lactams increased activity,2012,National,20+,Combined Gender,61.73916705
Cephalosporins,2012,National,20+,Combined Gender,99.69904509
Fluoroquinolones,2012,National,20+,Combined Gender,135.6667221
Lincosamides,2012,National,20+,Combined Gender,32.09108895
Macrolides,2012,National,20+,Combined Gender,176.8844846
Other,2012,National,20+,Combined Gender,2.052752608
Penicillins,2012,National,20+,Combined Gender,147.4506882
Tetracycline,2012,National,20+,Combined Gender,74.75881163
Trimethoprim-sulfamethoxazole,2012,National,20+,Combined Gender,70.72420462
Urinary anti-infectives,2012,National,20+,Combined Gender,49.55119221
All classes,2012,National,20+,Female,1055.426858
B-lactams increased activity,2012,National,20+,Female,Insufficient Data
Cephalosporins,2012,National,20+,Female,Insufficient Data
Fluoroquinolones,2012,National,20+,Female,Insufficient Data
Lincosamides,2012,National,20+,Female,Insufficient Data
Macrolides,2012,National,20+,Female,Insufficient Data
Other,2012,National,20+,Female,Insufficient Data
Penicillins,2012,National,20+,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2012,National,20+,Female,Insufficient Data
Urinary anti-infectives,2012,National,20+,Female,Insufficient Data
All classes,2012,National,20+,Male,632.3820909
B-lactams increased activity,2012,National,20+,Male,Insufficient Data
Cephalosporins,2012,National,20+,Male,Insufficient Data
Fluoroquinolones,2012,National,20+,Male,Insufficient Data
Lincosamides,2012,National,20+,Male,Insufficient Data
Macrolides,2012,National,20+,Male,Insufficient Data
Other,2012,National,20+,Male,Insufficient Data
Penicillins,2012,National,20+,Male,Insufficient Data
Tetracycline,2012,National,20+,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2012,National,20+,Male,Insufficient Data
Urinary anti-infectives,2012,National,20+,Male,Insufficient Data
All classes,2012,National,Combined Ages,Combined Gender,866.7498101
Penicillins,2012,Arizona,Combined Ages,Combined Gender,167.4284513
B-lactams increased activity,2012,National,Combined Ages,Combined Gender,69.28543575
Cephalosporins,2012,National,Combined Ages,Combined Gender,115.3594581
Fluoroquinolones,2012,National,Combined Ages,Combined Gender,104.1482362
Lincosamides,2012,National,Combined Ages,Combined Gender,27.51502866
Macrolides,2012,National,Combined Ages,Combined Gender,181.8813604
Other,2012,National,Combined Ages,Combined Gender,1.641740277
Penicillins,2012,National,Combined Ages,Combined Gender,189.7301663
Tetracycline,2012,National,Combined Ages,Combined Gender,69.43046192
Trimethoprim-sulfamethoxazole,2012,National,Combined Ages,Combined Gender,67.83258567
Urinary anti-infectives,2012,National,Combined Ages,Combined Gender,39.92533671
All classes,2012,National,Combined Ages,Female,1032.145185
B-lactams increased activity,2012,National,Combined Ages,Female,75.87965492
Cephalosporins,2012,National,Combined Ages,Female,130.1191297
Fluoroquinolones,2012,National,Combined Ages,Female,132.47344
Lincosamides,2012,National,Combined Ages,Female,32.50035253
Macrolides,2012,National,Combined Ages,Female,217.0123446
Other,2012,National,Combined Ages,Female,1.822363721
Penicillins,2012,National,Combined Ages,Female,208.267965
Tetracycline,2012,National,Combined Ages,Female,79.34976005
Trimethoprim-sulfamethoxazole,2012,National,Combined Ages,Female,84.55493611
Urinary anti-infectives,2012,National,Combined Ages,Female,70.16523807
All classes,2012,National,Combined Ages,Male,688.9591172
B-lactams increased activity,2012,National,Combined Ages,Male,61.91227373
Cephalosporins,2012,National,Combined Ages,Male,99.19667698
Fluoroquinolones,2012,National,Combined Ages,Male,74.09467413
Lincosamides,2012,National,Combined Ages,Male,22.10638631
Macrolides,2012,National,Combined Ages,Male,144.1291684
Other,2012,National,Combined Ages,Male,1.440578307
Penicillins,2012,National,Combined Ages,Male,169.0425927
Tetracycline,2012,National,Combined Ages,Male,58.62018353
Trimethoprim-sulfamethoxazole,2012,National,Combined Ages,Male,50.03532454
Urinary anti-infectives,2012,National,Combined Ages,Male,8.381258591
All classes,2012,Alabama,Combined Ages,Combined Gender,1207.43189
All other,2012,Alabama,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Alabama,Combined Ages,Combined Gender,183.4836545
Fluoroquinolones,2012,Alabama,Combined Ages,Combined Gender,162.8127276
Macrolides,2012,Alabama,Combined Ages,Combined Gender,244.210042
Penicillins,2012,Alabama,Combined Ages,Combined Gender,219.8445101
All classes,2012,Alaska,Combined Ages,Combined Gender,563.3486987
All other,2012,Alaska,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Alaska,Combined Ages,Combined Gender,69.0842328
Fluoroquinolones,2012,Alaska,Combined Ages,Combined Gender,62.08048082
Macrolides,2012,Alaska,Combined Ages,Combined Gender,128.8085452
Penicillins,2012,Alaska,Combined Ages,Combined Gender,118.0932072
All classes,2012,Arizona,Combined Ages,Combined Gender,778.9794297
All other,2012,Arizona,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Arizona,Combined Ages,Combined Gender,112.5436729
Fluoroquinolones,2012,Arizona,Combined Ages,Combined Gender,91.34926961
Macrolides,2012,Arizona,Combined Ages,Combined Gender,160.3204354
All classes,2012,Arkansas,Combined Ages,Combined Gender,1125.067046
All other,2012,Arkansas,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Arkansas,Combined Ages,Combined Gender,176.8153901
Fluoroquinolones,2012,Arkansas,Combined Ages,Combined Gender,134.3201912
Macrolides,2012,Arkansas,Combined Ages,Combined Gender,222.6466585
Penicillins,2012,Arkansas,Combined Ages,Combined Gender,236.0905503
All classes,2012,California,Combined Ages,Combined Gender,587.7762276
All other,2012,California,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,California,Combined Ages,Combined Gender,74.12957435
Fluoroquinolones,2012,California,Combined Ages,Combined Gender,70.6218035
Macrolides,2012,California,Combined Ages,Combined Gender,116.0573458
Penicillins,2012,California,Combined Ages,Combined Gender,144.9728007
All classes,2012,Colorado,Combined Ages,Combined Gender,642.530579
All other,2012,Colorado,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Colorado,Combined Ages,Combined Gender,90.69744279
Fluoroquinolones,2012,Colorado,Combined Ages,Combined Gender,66.95418214
Macrolides,2012,Colorado,Combined Ages,Combined Gender,119.8900844
Penicillins,2012,Colorado,Combined Ages,Combined Gender,157.6703355
All classes,2012,Connecticut,Combined Ages,Combined Gender,878.8739698
All other,2012,Connecticut,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Connecticut,Combined Ages,Combined Gender,113.8331114
Fluoroquinolones,2012,Connecticut,Combined Ages,Combined Gender,100.3996843
Macrolides,2012,Connecticut,Combined Ages,Combined Gender,191.8598461
Penicillins,2012,Connecticut,Combined Ages,Combined Gender,191.5012873
All classes,2012,Delaware,Combined Ages,Combined Gender,997.644678
All other,2012,Delaware,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Delaware,Combined Ages,Combined Gender,117.672566
Fluoroquinolones,2012,Delaware,Combined Ages,Combined Gender,129.0006119
Macrolides,2012,Delaware,Combined Ages,Combined Gender,208.5582426
Penicillins,2012,Delaware,Combined Ages,Combined Gender,225.4287307
All classes,2012,District Of Columbia,Combined Ages,Combined Gender,1064.282801
All other,2012,District Of Columbia,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,District Of Columbia,Combined Ages,Combined Gender,108.9024313
Fluoroquinolones,2012,District Of Columbia,Combined Ages,Combined Gender,151.9899061
Macrolides,2012,District Of Columbia,Combined Ages,Combined Gender,193.0092278
Penicillins,2012,District Of Columbia,Combined Ages,Combined Gender,235.8666226
All classes,2012,Florida,Combined Ages,Combined Gender,749.4235411
All other,2012,Florida,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Florida,Combined Ages,Combined Gender,87.6600383
Fluoroquinolones,2012,Florida,Combined Ages,Combined Gender,109.9862601
Macrolides,2012,Florida,Combined Ages,Combined Gender,162.2954725
Penicillins,2012,Florida,Combined Ages,Combined Gender,147.2449268
All classes,2012,Georgia,Combined Ages,Combined Gender,894.8365843
All other,2012,Georgia,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Georgia,Combined Ages,Combined Gender,116.3598478
Fluoroquinolones,2012,Georgia,Combined Ages,Combined Gender,113.4866428
Macrolides,2012,Georgia,Combined Ages,Combined Gender,173.3308559
Penicillins,2012,Georgia,Combined Ages,Combined Gender,195.8340327
All classes,2012,Hawaii,Combined Ages,Combined Gender,681.0399522
All other,2012,Hawaii,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Hawaii,Combined Ages,Combined Gender,74.69382509
Fluoroquinolones,2012,Hawaii,Combined Ages,Combined Gender,88.220541
Macrolides,2012,Hawaii,Combined Ages,Combined Gender,151.6496597
Penicillins,2012,Hawaii,Combined Ages,Combined Gender,154.0860633
All classes,2012,Idaho,Combined Ages,Combined Gender,728.2543385
All other,2012,Idaho,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Idaho,Combined Ages,Combined Gender,106.3934156
Fluoroquinolones,2012,Idaho,Combined Ages,Combined Gender,71.52530412
Macrolides,2012,Idaho,Combined Ages,Combined Gender,133.5162416
Penicillins,2012,Idaho,Combined Ages,Combined Gender,165.7325503
All classes,2012,Illinois,Combined Ages,Combined Gender,888.5506809
All other,2012,Illinois,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Illinois,Combined Ages,Combined Gender,101.8911945
Fluoroquinolones,2012,Illinois,Combined Ages,Combined Gender,101.8468765
Macrolides,2012,Illinois,Combined Ages,Combined Gender,195.2155271
Penicillins,2012,Illinois,Combined Ages,Combined Gender,214.3206893
All classes,2012,Indiana,Combined Ages,Combined Gender,1006.086712
All other,2012,Indiana,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Indiana,Combined Ages,Combined Gender,168.5518212
Fluoroquinolones,2012,Indiana,Combined Ages,Combined Gender,113.868081
Macrolides,2012,Indiana,Combined Ages,Combined Gender,200.5419088
Penicillins,2012,Indiana,Combined Ages,Combined Gender,218.7362779
All classes,2012,Iowa,Combined Ages,Combined Gender,1018.287464
All other,2012,Iowa,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Iowa,Combined Ages,Combined Gender,162.4931834
Fluoroquinolones,2012,Iowa,Combined Ages,Combined Gender,113.4146495
Macrolides,2012,Iowa,Combined Ages,Combined Gender,225.0877733
Penicillins,2012,Iowa,Combined Ages,Combined Gender,206.2257005
All classes,2012,Kansas,Combined Ages,Combined Gender,1022.231866
All other,2012,Kansas,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Kansas,Combined Ages,Combined Gender,159.5191038
Fluoroquinolones,2012,Kansas,Combined Ages,Combined Gender,117.6249062
Macrolides,2012,Kansas,Combined Ages,Combined Gender,203.9434526
Penicillins,2012,Kansas,Combined Ages,Combined Gender,212.2117412
All classes,2012,Kentucky,Combined Ages,Combined Gender,1300.408558
All other,2012,Kentucky,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Kentucky,Combined Ages,Combined Gender,198.4390636
Fluoroquinolones,2012,Kentucky,Combined Ages,Combined Gender,162.9589263
Macrolides,2012,Kentucky,Combined Ages,Combined Gender,275.6149781
Penicillins,2012,Kentucky,Combined Ages,Combined Gender,274.881499
All classes,2012,Louisiana,Combined Ages,Combined Gender,1204.828559
All other,2012,Louisiana,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Louisiana,Combined Ages,Combined Gender,149.9314902
Fluoroquinolones,2012,Louisiana,Combined Ages,Combined Gender,134.7878427
Macrolides,2012,Louisiana,Combined Ages,Combined Gender,271.0749458
Penicillins,2012,Louisiana,Combined Ages,Combined Gender,236.8681277
All classes,2012,Maine,Combined Ages,Combined Gender,764.7648337
All other,2012,Maine,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Maine,Combined Ages,Combined Gender,82.82381649
Fluoroquinolones,2012,Maine,Combined Ages,Combined Gender,85.28158381
Macrolides,2012,Maine,Combined Ages,Combined Gender,170.2768796
Penicillins,2012,Maine,Combined Ages,Combined Gender,166.2234531
All classes,2012,Maryland,Combined Ages,Combined Gender,841.4122854
Cephalosporins,2012,Maryland,Combined Ages,Combined Gender,97.0428097
Fluoroquinolones,2012,Maryland,Combined Ages,Combined Gender,102.7874787
Macrolides,2012,Maryland,Combined Ages,Combined Gender,169.6589186
Penicillins,2012,Maryland,Combined Ages,Combined Gender,197.0852295
All classes,2012,Massachusetts,Combined Ages,Combined Gender,823.5149686
All other,2012,Massachusetts,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Massachusetts,Combined Ages,Combined Gender,91.51053911
Fluoroquinolones,2012,Massachusetts,Combined Ages,Combined Gender,91.77530402
Macrolides,2012,Massachusetts,Combined Ages,Combined Gender,159.6231364
Penicillins,2012,Massachusetts,Combined Ages,Combined Gender,205.5312629
All classes,2012,Michigan,Combined Ages,Combined Gender,893.5422666
All other,2012,Michigan,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Michigan,Combined Ages,Combined Gender,115.8569755
Fluoroquinolones,2012,Michigan,Combined Ages,Combined Gender,97.07743348
Macrolides,2012,Michigan,Combined Ages,Combined Gender,191.9006815
Penicillins,2012,Michigan,Combined Ages,Combined Gender,205.7168823
All classes,2012,Minnesota,Combined Ages,Combined Gender,710.0755378
All other,2012,Minnesota,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Minnesota,Combined Ages,Combined Gender,94.02875508
Fluoroquinolones,2012,Minnesota,Combined Ages,Combined Gender,76.22839954
Macrolides,2012,Minnesota,Combined Ages,Combined Gender,146.3638153
Penicillins,2012,Minnesota,Combined Ages,Combined Gender,169.3655948
All classes,2012,Mississippi,Combined Ages,Combined Gender,1250.429642
All other,2012,Mississippi,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2012,Mississippi,Combined Ages,Combined Gender,184.0849633
Fluoroquinolones,2012,Mississippi,Combined Ages,Combined Gender,152.8036791
Macrolides,2012,Mississippi,Combined Ages,Combined Gender,268.7736162
Penicillins,2012,Mississippi,Combined Ages,Combined Gender,228.8139091
