Phenotype,UnitedStates,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
CA-MRSA,National,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CA-MRSA,National,SSI,2011,19-64,754,297,39.4,35.9,42.9
CA-MRSA,National,SSI,2011,65+,776,210,27.1,24,30.2
CA-MRSA,National,SSI,2011,All Ages,1550,519,33.5,31.1,35.8
CA-MRSA,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CA-MRSA,National,SSI,2012, 1-18,37,20,54.1,37.9,69.5
CA-MRSA,National,SSI,2012,19-64,1365,541,39.6,37,42.2
CA-MRSA,National,SSI,2012,65+,1146,284,24.8,22.3,27.3
CA-MRSA,National,SSI,2012,All Ages,2556,848,33.2,31.3,35
CA-MRSA,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CA-MRSA,National,SSI,2013, 1-18,26,14,53.8,34.7,72
CA-MRSA,National,SSI,2013,19-64,1357,564,41.6,38.9,44.2
CA-MRSA,National,SSI,2013,65+,1283,362,28.2,25.8,30.7
CA-MRSA,National,SSI,2013,All Ages,2677,944,35.3,33.4,37
CA-MRSA,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CA-MRSA,National,SSI,2014, 1-18,33,14,42.4,26.5,59.5
CA-MRSA,National,SSI,2014,19-64,1312,533,40.6,37.9,43.3
CA-MRSA,National,SSI,2014,65+,1228,356,29,26.5,31.5
CA-MRSA,National,SSI,2014,All Ages,2588,914,35.3,33.4,37.1
CA-MRSA,National,SSI,All Years,<1,40,21,52.5,37.1,67.5
CA-MRSA,National,SSI,All Years, 1-18,110,57,51.8,42.4,61
CA-MRSA,National,SSI,All Years,19-64,4788,1935,40.4,39,41.8
CA-MRSA,National,SSI,All Years,65+,4433,1212,27.3,26,28.6
CA-MRSA,National,SSI,All Years,All Ages,9371,3225,34.4,33.4,35.3
CNS (R+I) to vancomcyin,National,All HAIs,2011,<1,925,3,0.3,0,0.8
CNS (R+I) to vancomcyin,National,All HAIs,2011, 1-18,206,0,0,0,1.4
CNS (R+I) to vancomcyin,National,All HAIs,2011,19-64,2437,16,0.7,0.3,1
CNS (R+I) to vancomcyin,National,All HAIs,2011,65+,1939,16,0.8,0.4,1.3
CNS (R+I) to vancomcyin,National,All HAIs,2011,All Ages,5507,35,0.6,0.4,0.8
CNS (R+I) to vancomcyin,National,All HAIs,2012,<1,694,6,0.9,0.3,1.7
CNS (R+I) to vancomcyin,National,All HAIs,2012, 1-18,228,1,0.4,0,2.1
CNS (R+I) to vancomcyin,National,All HAIs,2012,19-64,3140,20,0.6,0.4,0.9
CNS (R+I) to vancomcyin,National,All HAIs,2012,65+,2271,30,1.3,0.9,1.8
CNS (R+I) to vancomcyin,National,All HAIs,2012,All Ages,6333,57,0.9,0.6,1.1
CNS (R+I) to vancomcyin,National,All HAIs,2013,<1,487,3,0.6,0.1,1.6
CNS (R+I) to vancomcyin,National,All HAIs,2013, 1-18,220,1,0.5,0,2.2
CNS (R+I) to vancomcyin,National,All HAIs,2013,19-64,3146,26,0.8,0.5,1.1
CNS (R+I) to vancomcyin,National,All HAIs,2013,65+,2290,25,1.1,0.7,1.5
CNS (R+I) to vancomcyin,National,All HAIs,2013,All Ages,6143,55,0.9,0.6,1.1
CNS (R+I) to vancomcyin,National,All HAIs,2014,<1,412,3,0.7,0.1,1.9
CNS (R+I) to vancomcyin,National,All HAIs,2014, 1-18,204,0,0,0,1.4
CNS (R+I) to vancomcyin,National,All HAIs,2014,19-64,3311,13,0.4,0.2,0.6
CNS (R+I) to vancomcyin,National,All HAIs,2014,65+,2358,12,0.5,0.2,0.8
CNS (R+I) to vancomcyin,National,All HAIs,2014,All Ages,6285,28,0.4,0.3,0.6
CNS (R+I) to vancomcyin,National,All HAIs,All Years,<1,2518,15,0.6,0.3,0.9
CNS (R+I) to vancomcyin,National,All HAIs,All Years, 1-18,858,2,0.2,0,0.7
CNS (R+I) to vancomcyin,National,All HAIs,All Years,19-64,12034,75,0.6,0.4,0.7
CNS (R+I) to vancomcyin,National,All HAIs,All Years,65+,8858,83,0.9,0.7,1.1
CNS (R+I) to vancomcyin,National,All HAIs,All Years,All Ages,24268,175,0.7,0.6,0.8
CNS (R+I) to vancomcyin,National,CAUTI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
CNS (R+I) to vancomcyin,National,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,CAUTI,2011,19-64,143,2,1.4,0.2,4.5
CNS (R+I) to vancomcyin,National,CAUTI,2011,65+,141,1,0.7,0,3.4
CNS (R+I) to vancomcyin,National,CAUTI,2011,All Ages,296,3,1,0.2,2.7
CNS (R+I) to vancomcyin,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,CAUTI,2012, 1-18,24,0,0,0,11.7
CNS (R+I) to vancomcyin,National,CAUTI,2012,19-64,361,1,0.3,0,1.3
CNS (R+I) to vancomcyin,National,CAUTI,2012,65+,330,3,0.9,0.2,2.4
CNS (R+I) to vancomcyin,National,CAUTI,2012,All Ages,717,4,0.6,0.1,1.3
CNS (R+I) to vancomcyin,National,CAUTI,2013,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
CNS (R+I) to vancomcyin,National,CAUTI,2013, 1-18,31,1,3.2,0.1,14.8
CNS (R+I) to vancomcyin,National,CAUTI,2013,19-64,424,5,1.2,0.4,2.5
CNS (R+I) to vancomcyin,National,CAUTI,2013,65+,358,7,2,0.8,3.8
CNS (R+I) to vancomcyin,National,CAUTI,2013,All Ages,813,13,1.6,0.8,2.6
CNS (R+I) to vancomcyin,National,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,CAUTI,2014, 1-18,30,0,0,0,9.5
CNS (R+I) to vancomcyin,National,CAUTI,2014,19-64,444,2,0.5,0,1.4
CNS (R+I) to vancomcyin,National,CAUTI,2014,65+,350,1,0.3,0,1.4
CNS (R+I) to vancomcyin,National,CAUTI,2014,All Ages,826,3,0.4,0,0.9
CNS (R+I) to vancomcyin,National,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,CAUTI,All Years, 1-18,97,1,1,0,4.9
CNS (R+I) to vancomcyin,National,CAUTI,All Years,19-64,1372,10,0.7,0.3,1.2
CNS (R+I) to vancomcyin,National,CAUTI,All Years,65+,1179,12,1,0.5,1.7
CNS (R+I) to vancomcyin,National,CAUTI,All Years,All Ages,2652,23,0.9,0.5,1.2
CNS (R+I) to vancomcyin,National,CLABSI,2011,<1,899,3,0.3,0,0.9
CNS (R+I) to vancomcyin,National,CLABSI,2011, 1-18,165,0,0,0,1.7
CNS (R+I) to vancomcyin,National,CLABSI,2011,19-64,1602,7,0.4,0.1,0.8
CNS (R+I) to vancomcyin,National,CLABSI,2011,65+,1208,12,1,0.5,1.6
CNS (R+I) to vancomcyin,National,CLABSI,2011,All Ages,3874,22,0.6,0.3,0.8
CNS (R+I) to vancomcyin,National,CLABSI,2012,<1,665,6,0.9,0.3,1.8
CNS (R+I) to vancomcyin,National,CLABSI,2012, 1-18,161,1,0.6,0,3
CNS (R+I) to vancomcyin,National,CLABSI,2012,19-64,1615,13,0.8,0.4,1.3
CNS (R+I) to vancomcyin,National,CLABSI,2012,65+,1069,16,1.5,0.8,2.3
CNS (R+I) to vancomcyin,National,CLABSI,2012,All Ages,3510,36,1,0.7,1.4
CNS (R+I) to vancomcyin,National,CLABSI,2013,<1,468,3,0.6,0.1,1.7
CNS (R+I) to vancomcyin,National,CLABSI,2013, 1-18,139,0,0,0,2.1
CNS (R+I) to vancomcyin,National,CLABSI,2013,19-64,1659,11,0.7,0.3,1.1
CNS (R+I) to vancomcyin,National,CLABSI,2013,65+,1101,14,1.3,0.7,2
CNS (R+I) to vancomcyin,National,CLABSI,2013,All Ages,3367,28,0.8,0.5,1.1
CNS (R+I) to vancomcyin,National,CLABSI,2014,<1,394,3,0.8,0.1,2
CNS (R+I) to vancomcyin,National,CLABSI,2014, 1-18,151,0,0,0,1.9
CNS (R+I) to vancomcyin,National,CLABSI,2014,19-64,1615,5,0.3,0.1,0.6
CNS (R+I) to vancomcyin,National,CLABSI,2014,65+,1090,7,0.6,0.2,1.2
CNS (R+I) to vancomcyin,National,CLABSI,2014,All Ages,3250,15,0.5,0.2,0.7
CNS (R+I) to vancomcyin,National,CLABSI,All Years,<1,2426,15,0.6,0.3,0.9
CNS (R+I) to vancomcyin,National,CLABSI,All Years, 1-18,616,1,0.2,0,0.7
CNS (R+I) to vancomcyin,National,CLABSI,All Years,19-64,6491,36,0.6,0.3,0.7
CNS (R+I) to vancomcyin,National,CLABSI,All Years,65+,4468,49,1.1,0.8,1.4
CNS (R+I) to vancomcyin,National,CLABSI,All Years,All Ages,14001,101,0.7,0.5,0.8
CNS (R+I) to vancomcyin,National,SSI,2011,<1,26,0,0,0,10.8
CNS (R+I) to vancomcyin,National,SSI,2011, 1-18,29,0,0,0,9.8
CNS (R+I) to vancomcyin,National,SSI,2011,19-64,692,7,1,0.4,1.9
CNS (R+I) to vancomcyin,National,SSI,2011,65+,590,3,0.5,0.1,1.3
CNS (R+I) to vancomcyin,National,SSI,2011,All Ages,1337,10,0.7,0.3,1.3
CNS (R+I) to vancomcyin,National,SSI,2012,<1,27,0,0,0,10.5
CNS (R+I) to vancomcyin,National,SSI,2012, 1-18,43,0,0,0,6.7
CNS (R+I) to vancomcyin,National,SSI,2012,19-64,1164,6,0.5,0.2,1
CNS (R+I) to vancomcyin,National,SSI,2012,65+,872,11,1.3,0.6,2.1
CNS (R+I) to vancomcyin,National,SSI,2012,All Ages,2106,17,0.8,0.4,1.2
CNS (R+I) to vancomcyin,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,SSI,2013, 1-18,50,0,0,0,5.8
CNS (R+I) to vancomcyin,National,SSI,2013,19-64,1063,10,0.9,0.4,1.6
CNS (R+I) to vancomcyin,National,SSI,2013,65+,831,4,0.5,0.1,1.1
CNS (R+I) to vancomcyin,National,SSI,2013,All Ages,1963,14,0.7,0.4,1.1
CNS (R+I) to vancomcyin,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS (R+I) to vancomcyin,National,SSI,2014, 1-18,23,0,0,0,12.2
CNS (R+I) to vancomcyin,National,SSI,2014,19-64,1252,6,0.5,0.1,0.9
CNS (R+I) to vancomcyin,National,SSI,2014,65+,918,4,0.4,0.1,1
CNS (R+I) to vancomcyin,National,SSI,2014,All Ages,2209,10,0.5,0.2,0.8
CNS (R+I) to vancomcyin,National,SSI,All Years,<1,88,0,0,0,3.3
CNS (R+I) to vancomcyin,National,SSI,All Years, 1-18,145,0,0,0,2
CNS (R+I) to vancomcyin,National,SSI,All Years,19-64,4171,29,0.7,0.4,0.9
CNS (R+I) to vancomcyin,National,SSI,All Years,65+,3211,22,0.7,0.4,1
CNS (R+I) to vancomcyin,National,SSI,All Years,All Ages,7615,51,0.7,0.5,0.8
CNS R to vancomycin,National,All HAIs,2011,<1,925,0,0,0,0.3
CNS R to vancomycin,National,All HAIs,2011, 1-18,206,0,0,0,1.4
CNS R to vancomycin,National,All HAIs,2011,19-64,2437,15,0.6,0.3,0.9
CNS R to vancomycin,National,All HAIs,2011,65+,1939,9,0.5,0.2,0.8
CNS R to vancomycin,National,All HAIs,2011,All Ages,5507,24,0.4,0.2,0.6
CNS R to vancomycin,National,All HAIs,2012,<1,694,3,0.4,0.1,1.1
CNS R to vancomycin,National,All HAIs,2012, 1-18,228,0,0,0,1.3
CNS R to vancomycin,National,All HAIs,2012,19-64,3140,15,0.5,0.2,0.7
CNS R to vancomycin,National,All HAIs,2012,65+,2271,22,1,0.6,1.4
CNS R to vancomycin,National,All HAIs,2012,All Ages,6333,40,0.6,0.4,0.8
CNS R to vancomycin,National,All HAIs,2013,<1,487,2,0.4,0,1.3
CNS R to vancomycin,National,All HAIs,2013, 1-18,220,0,0,0,1.3
CNS R to vancomycin,National,All HAIs,2013,19-64,3146,18,0.6,0.3,0.8
CNS R to vancomycin,National,All HAIs,2013,65+,2290,15,0.7,0.3,1
CNS R to vancomycin,National,All HAIs,2013,All Ages,6143,35,0.6,0.4,0.7
CNS R to vancomycin,National,All HAIs,2014,<1,412,1,0.2,0,1.1
CNS R to vancomycin,National,All HAIs,2014, 1-18,204,0,0,0,1.4
CNS R to vancomycin,National,All HAIs,2014,19-64,3311,9,0.3,0.1,0.4
CNS R to vancomycin,National,All HAIs,2014,65+,2358,7,0.3,0.1,0.5
CNS R to vancomycin,National,All HAIs,2014,All Ages,6285,17,0.3,0.1,0.4
CNS R to vancomycin,National,All HAIs,All Years,<1,2518,6,0.2,0,0.4
CNS R to vancomycin,National,All HAIs,All Years, 1-18,858,0,0,0,0.3
CNS R to vancomycin,National,All HAIs,All Years,19-64,12034,57,0.5,0.3,0.6
CNS R to vancomycin,National,All HAIs,All Years,65+,8858,53,0.6,0.4,0.7
CNS R to vancomycin,National,All HAIs,All Years,All Ages,24268,116,0.5,0.3,0.5
CNS R to vancomycin,National,CAUTI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
CNS R to vancomycin,National,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,CAUTI,2011,19-64,143,2,1.4,0.2,4.5
CNS R to vancomycin,National,CAUTI,2011,65+,141,0,0,0,2.1
CNS R to vancomycin,National,CAUTI,2011,All Ages,296,2,0.7,0.1,2.2
CNS R to vancomycin,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,CAUTI,2012, 1-18,24,0,0,0,11.7
CNS R to vancomycin,National,CAUTI,2012,19-64,361,1,0.3,0,1.3
CNS R to vancomycin,National,CAUTI,2012,65+,330,3,0.9,0.2,2.4
CNS R to vancomycin,National,CAUTI,2012,All Ages,717,4,0.6,0.1,1.3
CNS R to vancomycin,National,CAUTI,2013,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
CNS R to vancomycin,National,CAUTI,2013, 1-18,31,0,0,0,9.2
CNS R to vancomycin,National,CAUTI,2013,19-64,424,4,0.9,0.3,2.2
CNS R to vancomycin,National,CAUTI,2013,65+,358,4,1.1,0.3,2.6
CNS R to vancomycin,National,CAUTI,2013,All Ages,813,8,1,0.4,1.8
CNS R to vancomycin,National,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,CAUTI,2014, 1-18,30,0,0,0,9.5
CNS R to vancomycin,National,CAUTI,2014,19-64,444,0,0,0,0.6
CNS R to vancomycin,National,CAUTI,2014,65+,350,0,0,0,0.8
CNS R to vancomycin,National,CAUTI,2014,All Ages,826,0,0,0,0.3
CNS R to vancomycin,National,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,CAUTI,All Years, 1-18,97,0,0,0,3
CNS R to vancomycin,National,CAUTI,All Years,19-64,1372,7,0.5,0.2,1
CNS R to vancomycin,National,CAUTI,All Years,65+,1179,7,0.6,0.2,1.1
CNS R to vancomycin,National,CAUTI,All Years,All Ages,2652,14,0.5,0.3,0.8
CNS R to vancomycin,National,CLABSI,2011,<1,899,0,0,0,0.3
CNS R to vancomycin,National,CLABSI,2011, 1-18,165,0,0,0,1.7
CNS R to vancomycin,National,CLABSI,2011,19-64,1602,6,0.4,0.1,0.7
CNS R to vancomycin,National,CLABSI,2011,65+,1208,7,0.6,0.2,1.1
CNS R to vancomycin,National,CLABSI,2011,All Ages,3874,13,0.3,0.1,0.5
CNS R to vancomycin,National,CLABSI,2012,<1,665,3,0.5,0.1,1.2
CNS R to vancomycin,National,CLABSI,2012, 1-18,161,0,0,0,1.8
CNS R to vancomycin,National,CLABSI,2012,19-64,1615,9,0.6,0.2,1
CNS R to vancomycin,National,CLABSI,2012,65+,1069,13,1.2,0.6,2
CNS R to vancomycin,National,CLABSI,2012,All Ages,3510,25,0.7,0.4,1
CNS R to vancomycin,National,CLABSI,2013,<1,468,2,0.4,0,1.4
CNS R to vancomycin,National,CLABSI,2013, 1-18,139,0,0,0,2.1
CNS R to vancomycin,National,CLABSI,2013,19-64,1659,8,0.5,0.2,0.9
CNS R to vancomycin,National,CLABSI,2013,65+,1101,7,0.6,0.2,1.2
CNS R to vancomycin,National,CLABSI,2013,All Ages,3367,17,0.5,0.3,0.7
CNS R to vancomycin,National,CLABSI,2014,<1,394,1,0.3,0,1.2
CNS R to vancomycin,National,CLABSI,2014, 1-18,151,0,0,0,1.9
CNS R to vancomycin,National,CLABSI,2014,19-64,1615,4,0.2,0,0.5
CNS R to vancomycin,National,CLABSI,2014,65+,1090,5,0.5,0.1,1
CNS R to vancomycin,National,CLABSI,2014,All Ages,3250,10,0.3,0.1,0.5
CNS R to vancomycin,National,CLABSI,All Years,<1,2426,6,0.2,0,0.5
CNS R to vancomycin,National,CLABSI,All Years, 1-18,616,0,0,0,0.4
CNS R to vancomycin,National,CLABSI,All Years,19-64,6491,27,0.4,0.2,0.5
CNS R to vancomycin,National,CLABSI,All Years,65+,4468,32,0.7,0.4,0.9
CNS R to vancomycin,National,CLABSI,All Years,All Ages,14001,65,0.5,0.3,0.5
CNS R to vancomycin,National,SSI,2011,<1,26,0,0,0,10.8
CNS R to vancomycin,National,SSI,2011, 1-18,29,0,0,0,9.8
CNS R to vancomycin,National,SSI,2011,19-64,692,7,1,0.4,1.9
CNS R to vancomycin,National,SSI,2011,65+,590,2,0.3,0,1.1
CNS R to vancomycin,National,SSI,2011,All Ages,1337,9,0.7,0.3,1.2
CNS R to vancomycin,National,SSI,2012,<1,27,0,0,0,10.5
CNS R to vancomycin,National,SSI,2012, 1-18,43,0,0,0,6.7
CNS R to vancomycin,National,SSI,2012,19-64,1164,5,0.4,0.1,0.9
CNS R to vancomycin,National,SSI,2012,65+,872,6,0.7,0.2,1.4
CNS R to vancomycin,National,SSI,2012,All Ages,2106,11,0.5,0.2,0.9
CNS R to vancomycin,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,SSI,2013, 1-18,50,0,0,0,5.8
CNS R to vancomycin,National,SSI,2013,19-64,1063,6,0.6,0.2,1.1
CNS R to vancomycin,National,SSI,2013,65+,831,4,0.5,0.1,1.1
CNS R to vancomycin,National,SSI,2013,All Ages,1963,10,0.5,0.2,0.9
CNS R to vancomycin,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
CNS R to vancomycin,National,SSI,2014, 1-18,23,0,0,0,12.2
CNS R to vancomycin,National,SSI,2014,19-64,1252,5,0.4,0.1,0.8
CNS R to vancomycin,National,SSI,2014,65+,918,2,0.2,0,0.7
CNS R to vancomycin,National,SSI,2014,All Ages,2209,7,0.3,0.1,0.6
CNS R to vancomycin,National,SSI,All Years,<1,88,0,0,0,3.3
CNS R to vancomycin,National,SSI,All Years, 1-18,145,0,0,0,2
CNS R to vancomycin,National,SSI,All Years,19-64,4171,23,0.6,0.3,0.8
CNS R to vancomycin,National,SSI,All Years,65+,3211,14,0.4,0.2,0.7
CNS R to vancomycin,National,SSI,All Years,All Ages,7615,37,0.5,0.3,0.6
CRE,National,All HAIs,2011,<1,588,8,1.4,0.6,2.5
CRE,National,All HAIs,2011, 1-18,374,8,2.1,0.9,4
CRE,National,All HAIs,2011,19-64,4929,189,3.8,3.3,4.3
CRE,National,All HAIs,2011,65+,4805,251,5.2,4.6,5.8
CRE,National,All HAIs,2011,All Ages,10696,456,4.3,3.8,4.6
CRE,National,All HAIs,2012,<1,521,7,1.3,0.5,2.6
CRE,National,All HAIs,2012, 1-18,553,11,2,1,3.4
CRE,National,All HAIs,2012,19-64,10627,338,3.2,2.8,3.5
CRE,National,All HAIs,2012,65+,9926,326,3.3,2.9,3.6
CRE,National,All HAIs,2012,All Ages,21627,682,3.2,2.9,3.3
CRE,National,All HAIs,2013,<1,468,9,1.9,0.9,3.4
CRE,National,All HAIs,2013, 1-18,561,10,1.8,0.9,3.1
CRE,National,All HAIs,2013,19-64,11867,420,3.5,3.2,3.8
CRE,National,All HAIs,2013,65+,10663,473,4.4,4,4.8
CRE,National,All HAIs,2013,All Ages,23559,912,3.9,3.6,4.1
CRE,National,All HAIs,2014,<1,504,3,0.6,0.1,1.6
CRE,National,All HAIs,2014, 1-18,707,12,1.7,0.9,2.8
CRE,National,All HAIs,2014,19-64,12269,374,3,2.7,3.3
CRE,National,All HAIs,2014,65+,10914,387,3.5,3.2,3.9
CRE,National,All HAIs,2014,All Ages,24394,776,3.2,2.9,3.4
CRE,National,All HAIs,All Years,<1,2081,27,1.3,0.8,1.8
CRE,National,All HAIs,All Years, 1-18,2195,41,1.9,1.3,2.5
CRE,National,All HAIs,All Years,19-64,39692,1321,3.3,3.1,3.5
CRE,National,All HAIs,All Years,65+,36308,1437,4,3.7,4.1
CRE,National,All HAIs,All Years,All Ages,80276,2826,3.5,3.3,3.6
CRE,National,CAUTI,2011,<1,40,1,2.5,0.1,11.7
CRE,National,CAUTI,2011, 1-18,90,0,0,0,3.2
CRE,National,CAUTI,2011,19-64,2214,96,4.3,3.5,5.2
CRE,National,CAUTI,2011,65+,2832,126,4.4,3.7,5.2
CRE,National,CAUTI,2011,All Ages,5176,223,4.3,3.7,4.8
CRE,National,CAUTI,2012,<1,58,1,1.7,0,8.2
CRE,National,CAUTI,2012, 1-18,188,4,2.1,0.6,5
CRE,National,CAUTI,2012,19-64,5279,176,3.3,2.8,3.8
CRE,National,CAUTI,2012,65+,6303,169,2.7,2.3,3.1
CRE,National,CAUTI,2012,All Ages,11828,350,3,2.6,3.2
CRE,National,CAUTI,2013,<1,59,0,0,0,4.9
CRE,National,CAUTI,2013, 1-18,167,3,1.8,0.4,4.8
CRE,National,CAUTI,2013,19-64,5679,212,3.7,3.2,4.2
CRE,National,CAUTI,2013,65+,6457,293,4.5,4,5
CRE,National,CAUTI,2013,All Ages,12362,508,4.1,3.7,4.4
CRE,National,CAUTI,2014,<1,45,1,2.2,0.1,10.4
CRE,National,CAUTI,2014, 1-18,220,3,1.4,0.3,3.6
CRE,National,CAUTI,2014,19-64,5695,206,3.6,3.1,4.1
CRE,National,CAUTI,2014,65+,6532,239,3.7,3.2,4.1
CRE,National,CAUTI,2014,All Ages,12492,449,3.6,3.2,3.9
CRE,National,CAUTI,All Years,<1,202,3,1.5,0.3,3.9
CRE,National,CAUTI,All Years, 1-18,665,10,1.5,0.7,2.6
CRE,National,CAUTI,All Years,19-64,18867,690,3.7,3.3,3.9
CRE,National,CAUTI,All Years,65+,22124,827,3.7,3.4,3.9
CRE,National,CAUTI,All Years,All Ages,41858,1530,3.7,3.4,3.8
CRE,National,CLABSI,2011,<1,525,4,0.8,0.2,1.8
CRE,National,CLABSI,2011, 1-18,230,8,3.5,1.6,6.4
CRE,National,CLABSI,2011,19-64,1322,76,5.7,4.5,7.1
CRE,National,CLABSI,2011,65+,945,104,11,9.1,13.1
CRE,National,CLABSI,2011,All Ages,3022,192,6.4,5.5,7.2
CRE,National,CLABSI,2012,<1,431,5,1.2,0.4,2.5
CRE,National,CLABSI,2012, 1-18,231,4,1.7,0.5,4.1
CRE,National,CLABSI,2012,19-64,1563,123,7.9,6.6,9.2
CRE,National,CLABSI,2012,65+,1070,108,10.1,8.3,12
CRE,National,CLABSI,2012,All Ages,3295,240,7.3,6.4,8.2
CRE,National,CLABSI,2013,<1,372,8,2.2,1,4
CRE,National,CLABSI,2013, 1-18,247,7,2.8,1.2,5.5
CRE,National,CLABSI,2013,19-64,1744,137,7.9,6.6,9.1
CRE,National,CLABSI,2013,65+,1246,133,10.7,9,12.4
CRE,National,CLABSI,2013,All Ages,3609,285,7.9,7,8.8
CRE,National,CLABSI,2014,<1,411,2,0.5,0,1.5
CRE,National,CLABSI,2014, 1-18,321,8,2.5,1.1,4.6
CRE,National,CLABSI,2014,19-64,1823,115,6.3,5.2,7.4
CRE,National,CLABSI,2014,65+,1146,103,9,7.4,10.7
CRE,National,CLABSI,2014,All Ages,3701,228,6.2,5.4,6.9
CRE,National,CLABSI,All Years,<1,1739,19,1.1,0.6,1.6
CRE,National,CLABSI,All Years, 1-18,1029,27,2.6,1.7,3.7
CRE,National,CLABSI,All Years,19-64,6452,451,7,6.3,7.6
CRE,National,CLABSI,All Years,65+,4407,448,10.2,9.2,11
CRE,National,CLABSI,All Years,All Ages,13627,945,6.9,6.5,7.3
CRE,National,SSI,2011,<1,23,3,13,3.4,31.5
CRE,National,SSI,2011, 1-18,54,0,0,0,5.3
CRE,National,SSI,2011,19-64,1393,17,1.2,0.7,1.9
CRE,National,SSI,2011,65+,1028,21,2,1.3,3
CRE,National,SSI,2011,All Ages,2498,41,1.6,1.1,2.1
CRE,National,SSI,2012,<1,32,1,3.1,0.1,14.4
CRE,National,SSI,2012, 1-18,134,3,2.2,0.5,5.9
CRE,National,SSI,2012,19-64,3785,39,1,0.7,1.3
CRE,National,SSI,2012,65+,2553,49,1.9,1.4,2.5
CRE,National,SSI,2012,All Ages,6504,92,1.4,1.1,1.7
CRE,National,SSI,2013,<1,37,1,2.7,0.1,12.6
CRE,National,SSI,2013, 1-18,147,0,0,0,2
CRE,National,SSI,2013,19-64,4444,71,1.6,1.2,1.9
CRE,National,SSI,2013,65+,2960,47,1.6,1.1,2
CRE,National,SSI,2013,All Ages,7588,119,1.6,1.3,1.8
CRE,National,SSI,2014,<1,48,0,0,0,6
CRE,National,SSI,2014, 1-18,166,1,0.6,0,2.9
CRE,National,SSI,2014,19-64,4751,53,1.1,0.8,1.4
CRE,National,SSI,2014,65+,3236,45,1.4,1,1.8
CRE,National,SSI,2014,All Ages,8201,99,1.2,0.9,1.4
CRE,National,SSI,All Years,<1,140,5,3.6,1.3,7.7
CRE,National,SSI,All Years, 1-18,501,4,0.8,0.2,1.9
